scraped_waittimes,hospital_webpage,total_minutes,read_timestamp,site_labels
"
                            21min *
",Piedmont,21,2020-03-16T17:11:08Z,Piedmont Mountainside - Ellijay
"
                            16min *
",Piedmont,16,2020-03-16T17:11:08Z,Piedmont Newnan
"
                            18min *
",Piedmont,18,2020-03-16T17:11:08Z,Piedmont Newton
"
                            60min *
",Piedmont,60,2020-03-16T17:11:08Z,Piedmont Rockdale Hospital
"
                            4min *
",Piedmont,4,2020-03-16T17:11:08Z,Piedmont Walton Hospital
62mins,Hunt Regional,62,2020-03-16T17:11:09Z,Greenvilleas
14mins,Hunt Regional,14,2020-03-16T17:11:09Z,Commerceas
9mins,Hunt Regional,9,2020-03-16T17:11:09Z,Quinlanas
11,Mary Washington,11,2020-03-16T18:11:04Z,Lee's Hill Emergency
11,Mary Washington,11,2020-03-16T18:11:04Z,Mary Washington Hospital
14,Mary Washington,14,2020-03-16T18:11:04Z,Stafford Hospital
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T18:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time: 1 hours 21 Minutes
",Atrium,81,2020-03-16T18:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time:34 Minutes
",Atrium,34,2020-03-16T18:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-16T18:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-16T18:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-16T18:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T18:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-16T18:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time: 1 hours 15 Minutes
",Atrium,75,2020-03-16T18:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:46 Minutes
",Atrium,46,2020-03-16T18:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-16T18:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:15 Minutes
",Atrium,15,2020-03-16T18:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:17 Minutes
",Atrium,17,2020-03-16T18:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-16T18:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-16T18:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:35 Minutes
",Atrium,35,2020-03-16T18:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-16T18:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:27 Minutes
",Atrium,27,2020-03-16T18:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:36 Minutes
",Atrium,36,2020-03-16T18:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:34 Minutes
",Atrium,34,2020-03-16T18:11:04Z,Levine Children's Hospital
32,Kaleida,32,2020-03-16T18:11:05Z,Buffalo General Medical CenterBuffalo
17,Kaleida,17,2020-03-16T18:11:05Z,DeGraff Memorial HospitalNorth Tonawanda
4,Kaleida,4,2020-03-16T18:11:05Z,Millard Fillmore Suburban HospitalWilliamsville
13,Kaleida,13,2020-03-16T18:11:05Z,John R. Oishei Children's HospitalBuffalo
"14Min
",Longview TX,14,2020-03-16T18:11:09Z,"Longview Regional Medical Center, TX"
"
						16 Minutes*",NYU Langone,16,2020-03-16T18:11:09Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						5 Minutes*",NYU Langone,5,2020-03-16T18:11:09Z,NYU Langone Health<e2><80><94>Cobble Hill
"
            12 min.",South Texas Health System,12,2020-03-16T18:11:10Z,South Texas Health System Children's
"
            6 min.",South Texas Health System,6,2020-03-16T18:11:10Z,South Texas Health System Edinburg
"
            6 min.",South Texas Health System,6,2020-03-16T18:11:10Z,South Texas Health System ER Alamo
"
            5 min.",South Texas Health System,5,2020-03-16T18:11:10Z,South Texas Health System ER McColl
"
            7 min.",South Texas Health System,7,2020-03-16T18:11:10Z,South Texas Health System ER Mission
"
            6 min.",South Texas Health System,6,2020-03-16T18:11:10Z,South Texas Health System ER Monte Cristo
"
            7 min.",South Texas Health System,7,2020-03-16T18:11:10Z,South Texas Health System ER Ware Road
"
            6 min.",South Texas Health System,6,2020-03-16T18:11:10Z,South Texas Health System ER Weslaco
"
            8 min.",South Texas Health System,8,2020-03-16T18:11:10Z,South Texas Health System Heart
"
                            17min *
",Piedmont,17,2020-03-16T18:11:10Z,Piedmont Athens Regional
"
                            9min *
",Piedmont,9,2020-03-16T18:11:10Z,Piedmont Atlanta
"
                            34min *
",Piedmont,34,2020-03-16T18:11:10Z,Piedmont Columbus Midtown
"
                            12min *
",Piedmont,12,2020-03-16T18:11:10Z,Piedmont Columbus Midtown Pediatrics
"
                            62min *
",Piedmont,62,2020-03-16T18:11:10Z,Piedmont Columbus Northside
"
                            35min *
",Piedmont,35,2020-03-16T18:11:10Z,Piedmont Fayette
"
                            51min *
",Piedmont,51,2020-03-16T18:11:10Z,Piedmont Henry
"
                            66min *
",Piedmont,66,2020-03-16T18:11:10Z,Piedmont Mountainside
"
                            42min *
",Piedmont,42,2020-03-16T18:11:10Z,Piedmont Mountainside - Ellijay
"
                            16min *
",Piedmont,16,2020-03-16T18:11:10Z,Piedmont Newnan
"
                            15min *
",Piedmont,15,2020-03-16T18:11:10Z,Piedmont Newton
"
                            75min *
",Piedmont,75,2020-03-16T18:11:10Z,Piedmont Rockdale Hospital
"
                            8min *
",Piedmont,8,2020-03-16T18:11:10Z,Piedmont Walton Hospital
45mins,Hunt Regional,45,2020-03-16T18:11:10Z,Greenvilleas
18mins,Hunt Regional,18,2020-03-16T18:11:10Z,Commerceas
8mins,Hunt Regional,8,2020-03-16T18:11:10Z,Quinlanas
11,Mary Washington,11,2020-03-16T19:11:03Z,Lee's Hill Emergency
8,Mary Washington,8,2020-03-16T19:11:03Z,Mary Washington Hospital
14,Mary Washington,14,2020-03-16T19:11:03Z,Stafford Hospital
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T19:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-16T19:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time:27 Minutes
",Atrium,27,2020-03-16T19:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:20 Minutes
",Atrium,20,2020-03-16T19:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:39 Minutes
",Atrium,39,2020-03-16T19:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:27 Minutes
",Atrium,27,2020-03-16T19:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T19:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:36 Minutes
",Atrium,36,2020-03-16T19:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time: 1 hours 6 Minutes
",Atrium,66,2020-03-16T19:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:37 Minutes
",Atrium,37,2020-03-16T19:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:30 Minutes
",Atrium,30,2020-03-16T19:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:17 Minutes
",Atrium,17,2020-03-16T19:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-16T19:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-16T19:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-16T19:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-16T19:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:55 Minutes
",Atrium,55,2020-03-16T19:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-16T19:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:30 Minutes
",Atrium,30,2020-03-16T19:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-16T19:11:04Z,Levine Children's Hospital
30,Kaleida,30,2020-03-16T19:11:04Z,Buffalo General Medical CenterBuffalo
12,Kaleida,12,2020-03-16T19:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
9,Kaleida,9,2020-03-16T19:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
44,Kaleida,44,2020-03-16T19:11:04Z,John R. Oishei Children's HospitalBuffalo
"16Min
",Longview TX,16,2020-03-16T19:11:08Z,"Longview Regional Medical Center, TX"
"
						18 Minutes*",NYU Langone,18,2020-03-16T19:11:09Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						5 Minutes*",NYU Langone,5,2020-03-16T19:11:09Z,NYU Langone Health<e2><80><94>Cobble Hill
"
                            15min *
",Piedmont,15,2020-03-16T19:11:10Z,Piedmont Athens Regional
"
                            6min *
",Piedmont,6,2020-03-16T19:11:10Z,Piedmont Atlanta
"
                            32min *
",Piedmont,32,2020-03-16T19:11:10Z,Piedmont Columbus Midtown
"
                            19min *
",Piedmont,19,2020-03-16T19:11:10Z,Piedmont Columbus Midtown Pediatrics
"
                            30min *
",Piedmont,30,2020-03-16T19:11:10Z,Piedmont Columbus Northside
"
                            42min *
",Piedmont,42,2020-03-16T19:11:10Z,Piedmont Fayette
"
                            72min *
",Piedmont,72,2020-03-16T19:11:10Z,Piedmont Henry
"
                            93min *
",Piedmont,93,2020-03-16T19:11:10Z,Piedmont Mountainside
"
                            31min *
",Piedmont,31,2020-03-16T19:11:10Z,Piedmont Mountainside - Ellijay
"
                            26min *
",Piedmont,26,2020-03-16T19:11:10Z,Piedmont Newnan
"
                            13min *
",Piedmont,13,2020-03-16T19:11:10Z,Piedmont Newton
"
                            57min *
",Piedmont,57,2020-03-16T19:11:10Z,Piedmont Rockdale Hospital
"
                            5min *
",Piedmont,5,2020-03-16T19:11:10Z,Piedmont Walton Hospital
42mins,Hunt Regional,42,2020-03-16T19:11:11Z,Greenvilleas
16mins,Hunt Regional,16,2020-03-16T19:11:11Z,Commerceas
9mins,Hunt Regional,9,2020-03-16T19:11:11Z,Quinlanas
10,Mary Washington,10,2020-03-16T20:11:04Z,Lee's Hill Emergency
11,Mary Washington,11,2020-03-16T20:11:04Z,Mary Washington Hospital
15,Mary Washington,15,2020-03-16T20:11:04Z,Stafford Hospital
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T20:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:36 Minutes
",Atrium,36,2020-03-16T20:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time:42 Minutes
",Atrium,42,2020-03-16T20:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:46 Minutes
",Atrium,46,2020-03-16T20:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:30 Minutes
",Atrium,30,2020-03-16T20:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:43 Minutes
",Atrium,43,2020-03-16T20:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:15 Minutes
",Atrium,15,2020-03-16T20:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:46 Minutes
",Atrium,46,2020-03-16T20:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time: 1 hours 58 Minutes
",Atrium,118,2020-03-16T20:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:36 Minutes
",Atrium,36,2020-03-16T20:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-16T20:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:15 Minutes
",Atrium,15,2020-03-16T20:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-16T20:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-16T20:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-16T20:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-16T20:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-16T20:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-16T20:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:33 Minutes
",Atrium,33,2020-03-16T20:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:37 Minutes
",Atrium,37,2020-03-16T20:11:04Z,Levine Children's Hospital
60,Kaleida,60,2020-03-16T20:11:04Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-16T20:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
25,Kaleida,25,2020-03-16T20:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
11,Kaleida,11,2020-03-16T20:11:04Z,John R. Oishei Children's HospitalBuffalo
"15Min
",Longview TX,15,2020-03-16T20:11:07Z,"Longview Regional Medical Center, TX"
"
						18 Minutes*",NYU Langone,18,2020-03-16T20:11:08Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						5 Minutes*",NYU Langone,5,2020-03-16T20:11:08Z,NYU Langone Health<e2><80><94>Cobble Hill
"
                            14min *
",Piedmont,14,2020-03-16T20:11:08Z,Piedmont Athens Regional
"
                            7min *
",Piedmont,7,2020-03-16T20:11:08Z,Piedmont Atlanta
"
                            44min *
",Piedmont,44,2020-03-16T20:11:08Z,Piedmont Columbus Midtown
"
                            34min *
",Piedmont,34,2020-03-16T20:11:08Z,Piedmont Columbus Midtown Pediatrics
"
                            29min *
",Piedmont,29,2020-03-16T20:11:08Z,Piedmont Columbus Northside
"
                            45min *
",Piedmont,45,2020-03-16T20:11:08Z,Piedmont Fayette
"
                            68min *
",Piedmont,68,2020-03-16T20:11:08Z,Piedmont Henry
"
                            57min *
",Piedmont,57,2020-03-16T20:11:08Z,Piedmont Mountainside
"
                            16min *
",Piedmont,16,2020-03-16T20:11:08Z,Piedmont Mountainside - Ellijay
"
                            18min *
",Piedmont,18,2020-03-16T20:11:08Z,Piedmont Newnan
"
                            22min *
",Piedmont,22,2020-03-16T20:11:08Z,Piedmont Newton
"
                            87min *
",Piedmont,87,2020-03-16T20:11:08Z,Piedmont Rockdale Hospital
"
                            6min *
",Piedmont,6,2020-03-16T20:11:08Z,Piedmont Walton Hospital
30mins,Hunt Regional,30,2020-03-16T20:11:09Z,Greenvilleas
15mins,Hunt Regional,15,2020-03-16T20:11:09Z,Commerceas
13mins,Hunt Regional,13,2020-03-16T20:11:09Z,Quinlanas
10,Mary Washington,10,2020-03-16T21:11:04Z,Lee's Hill Emergency
16,Mary Washington,16,2020-03-16T21:11:04Z,Mary Washington Hospital
17,Mary Washington,17,2020-03-16T21:11:04Z,Stafford Hospital
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-16T21:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:56 Minutes
",Atrium,56,2020-03-16T21:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-16T21:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-16T21:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-16T21:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time: 1 hours 20 Minutes
",Atrium,80,2020-03-16T21:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T21:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:46 Minutes
",Atrium,46,2020-03-16T21:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time: 1 hours 25 Minutes
",Atrium,85,2020-03-16T21:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:47 Minutes
",Atrium,47,2020-03-16T21:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-16T21:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:15 Minutes
",Atrium,15,2020-03-16T21:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:21 Minutes
",Atrium,21,2020-03-16T21:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-16T21:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-16T21:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T21:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-16T21:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-16T21:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:46 Minutes
",Atrium,46,2020-03-16T21:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:41 Minutes
",Atrium,41,2020-03-16T21:11:04Z,Levine Children's Hospital
60,Kaleida,60,2020-03-16T21:11:04Z,Buffalo General Medical CenterBuffalo
15,Kaleida,15,2020-03-16T21:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
11,Kaleida,11,2020-03-16T21:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
6,Kaleida,6,2020-03-16T21:11:04Z,John R. Oishei Children's HospitalBuffalo
"12Min
",Longview TX,12,2020-03-16T21:11:07Z,"Longview Regional Medical Center, TX"
-,Longview TX,NA,2020-03-16T21:11:07Z,"Longview Regional Medical Center, TX"
"
						14 Minutes*",NYU Langone,14,2020-03-16T21:11:08Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						7 Minutes*",NYU Langone,7,2020-03-16T21:11:08Z,NYU Langone Health<e2><80><94>Cobble Hill
"
                            10min *
",Piedmont,10,2020-03-16T21:11:08Z,Piedmont Athens Regional
"
                            10min *
",Piedmont,10,2020-03-16T21:11:08Z,Piedmont Atlanta
"
                            34min *
",Piedmont,34,2020-03-16T21:11:08Z,Piedmont Columbus Midtown
"
                            8min *
",Piedmont,8,2020-03-16T21:11:08Z,Piedmont Columbus Midtown Pediatrics
"
                            20min *
",Piedmont,20,2020-03-16T21:11:08Z,Piedmont Columbus Northside
"
                            64min *
",Piedmont,64,2020-03-16T21:11:08Z,Piedmont Fayette
"
                            51min *
",Piedmont,51,2020-03-16T21:11:08Z,Piedmont Henry
"
                            50min *
",Piedmont,50,2020-03-16T21:11:08Z,Piedmont Mountainside
"
                            14min *
",Piedmont,14,2020-03-16T21:11:08Z,Piedmont Mountainside - Ellijay
"
                            20min *
",Piedmont,20,2020-03-16T21:11:08Z,Piedmont Newnan
"
                            20min *
",Piedmont,20,2020-03-16T21:11:08Z,Piedmont Newton
"
                            62min *
",Piedmont,62,2020-03-16T21:11:08Z,Piedmont Rockdale Hospital
"
                            8min *
",Piedmont,8,2020-03-16T21:11:08Z,Piedmont Walton Hospital
28mins,Hunt Regional,28,2020-03-16T21:11:09Z,Greenvilleas
14mins,Hunt Regional,14,2020-03-16T21:11:09Z,Commerceas
14mins,Hunt Regional,14,2020-03-16T21:11:09Z,Quinlanas
9,Mary Washington,9,2020-03-16T22:11:04Z,Lee's Hill Emergency
15,Mary Washington,15,2020-03-16T22:11:04Z,Mary Washington Hospital
12,Mary Washington,12,2020-03-16T22:11:04Z,Stafford Hospital
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-16T22:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-16T22:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: 1 hours 2 Minutes
",Atrium,62,2020-03-16T22:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-16T22:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-16T22:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time: 1 hours 42 Minutes
",Atrium,102,2020-03-16T22:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T22:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-16T22:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:45 Minutes
",Atrium,45,2020-03-16T22:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:42 Minutes
",Atrium,42,2020-03-16T22:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:40 Minutes
",Atrium,40,2020-03-16T22:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:16 Minutes
",Atrium,16,2020-03-16T22:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:20 Minutes
",Atrium,20,2020-03-16T22:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:34 Minutes
",Atrium,34,2020-03-16T22:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-16T22:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:46 Minutes
",Atrium,46,2020-03-16T22:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-16T22:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:53 Minutes
",Atrium,53,2020-03-16T22:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-16T22:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:52 Minutes
",Atrium,52,2020-03-16T22:11:04Z,Levine Children's Hospital
60,Kaleida,60,2020-03-16T22:11:05Z,Buffalo General Medical CenterBuffalo
3,Kaleida,3,2020-03-16T22:11:05Z,DeGraff Memorial HospitalNorth Tonawanda
24,Kaleida,24,2020-03-16T22:11:05Z,Millard Fillmore Suburban HospitalWilliamsville
5,Kaleida,5,2020-03-16T22:11:05Z,John R. Oishei Children's HospitalBuffalo
"15Min
",Longview TX,15,2020-03-16T22:11:07Z,"Longview Regional Medical Center, TX"
-,Longview TX,NA,2020-03-16T22:11:07Z,"Longview Regional Medical Center, TX"
"
						15 Minutes*",NYU Langone,15,2020-03-16T22:11:08Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						9 Minutes*",NYU Langone,9,2020-03-16T22:11:08Z,NYU Langone Health<e2><80><94>Cobble Hill
"
            10 min.",South Texas Health System,10,2020-03-16T22:11:09Z,South Texas Health System Children's
"
            4 min.",South Texas Health System,4,2020-03-16T22:11:09Z,South Texas Health System Edinburg
"
            5 min.",South Texas Health System,5,2020-03-16T22:11:09Z,South Texas Health System ER Alamo
"
            4 min.",South Texas Health System,4,2020-03-16T22:11:09Z,South Texas Health System ER McColl
"
            6 min.",South Texas Health System,6,2020-03-16T22:11:09Z,South Texas Health System ER Mission
"
            5 min.",South Texas Health System,5,2020-03-16T22:11:09Z,South Texas Health System ER Monte Cristo
"
            5 min.",South Texas Health System,5,2020-03-16T22:11:09Z,South Texas Health System ER Ware Road
"
            10 min.",South Texas Health System,10,2020-03-16T22:11:09Z,South Texas Health System ER Weslaco
"
            7 min.",South Texas Health System,7,2020-03-16T22:11:09Z,South Texas Health System Heart
"
                            16min *
",Piedmont,16,2020-03-16T22:11:09Z,Piedmont Athens Regional
"
                            8min *
",Piedmont,8,2020-03-16T22:11:09Z,Piedmont Atlanta
"
                            54min *
",Piedmont,54,2020-03-16T22:11:09Z,Piedmont Columbus Midtown
"
                            14min *
",Piedmont,14,2020-03-16T22:11:09Z,Piedmont Columbus Midtown Pediatrics
"
                            12min *
",Piedmont,12,2020-03-16T22:11:09Z,Piedmont Columbus Northside
"
                            63min *
",Piedmont,63,2020-03-16T22:11:09Z,Piedmont Fayette
"
                            55min *
",Piedmont,55,2020-03-16T22:11:09Z,Piedmont Henry
"
                            56min *
",Piedmont,56,2020-03-16T22:11:09Z,Piedmont Mountainside
"
                            14min *
",Piedmont,14,2020-03-16T22:11:09Z,Piedmont Mountainside - Ellijay
"
                            29min *
",Piedmont,29,2020-03-16T22:11:09Z,Piedmont Newnan
"
                            36min *
",Piedmont,36,2020-03-16T22:11:09Z,Piedmont Newton
"
                            81min *
",Piedmont,81,2020-03-16T22:11:09Z,Piedmont Rockdale Hospital
"
                            3min *
",Piedmont,3,2020-03-16T22:11:09Z,Piedmont Walton Hospital
27mins,Hunt Regional,27,2020-03-16T22:11:10Z,Greenvilleas
13mins,Hunt Regional,13,2020-03-16T22:11:10Z,Commerceas
16mins,Hunt Regional,16,2020-03-16T22:11:10Z,Quinlanas
10,Mary Washington,10,2020-03-16T23:11:03Z,Lee's Hill Emergency
14,Mary Washington,14,2020-03-16T23:11:03Z,Mary Washington Hospital
11,Mary Washington,11,2020-03-16T23:11:03Z,Stafford Hospital
"
                                            Estimated Wait Time:30 Minutes
",Atrium,30,2020-03-16T23:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:38 Minutes
",Atrium,38,2020-03-16T23:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: 1 hours 11 Minutes
",Atrium,71,2020-03-16T23:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-16T23:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:33 Minutes
",Atrium,33,2020-03-16T23:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time: 1 hours 52 Minutes
",Atrium,112,2020-03-16T23:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
